CustomerID,CustomerName,Gender,Age,City,State,Segment
C00289,Customer_00289,Female,30,Hyderabad,Telangana,High Value
C00290,Customer_00290,Female,54,Ahmedabad,Gujarat,Medium Value
C00291,Customer_00291,Male,64,Kanpur,Uttar Pradesh,Low Value
C00292,Customer_00292,Male,43,Chennai,Tamil Nadu,Low Value
C00293,Customer_00293,Female,57,Jamshedpur,Jharkhand,Low Value
C00294,Customer_00294,Female,24,Cuttack,Odisha,Medium Value
C00295,Customer_00295,Female,63,Ahmedabad,Gujarat,High Value
C00296,Customer_00296,Male,56,Thane,Maharashtra,High Value
C00297,Customer_00297,Male,39,Panaji,Goa,Low Value
C00298,Customer_00298,Male,56,Thane,Maharashtra,Low Value
C00299,Customer_00299,Male,40,Surat,Gujarat,Medium Value
C00300,Customer_00300,Female,47,Guwahati,Assam,Medium Value
C00301,Customer_00301,Male,35,Thiruvananthapuram,Kerala,Low Value
C00302,Customer_00302,Male,59,Ahmedabad,Gujarat,Low Value
C00303,Customer_00303,Female,35,Udaipur,Rajasthan,Medium Value
C00304,Customer_00304,Female,63,Cuttack,Odisha,Low Value
C00305,Customer_00305,Male,27,Guwahati,Assam,Medium Value
C00306,Customer_00306,Female,56,Gurugram,Haryana,High Value
C00307,Customer_00307,Female,47,Bengaluru,Karnataka,Medium Value
C00308,Customer_00308,Female,43,Kozhikode,Kerala,High Value
C00309,Customer_00309,Male,24,Mysuru,Karnataka,Medium Value
C00310,Customer_00310,Female,24,Jamshedpur,Jharkhand,Medium Value
C00311,Customer_00311,Female,22,Jodhpur,Rajasthan,Medium Value
C00312,Customer_00312,Male,18,Nashik,Maharashtra,Medium Value
C00313,Customer_00313,Male,63,Kanpur,Uttar Pradesh,Medium Value
C00314,Customer_00314,Female,35,Indore,Madhya Pradesh,High Value
C00315,Customer_00315,Male,30,Visakhapatnam,Andhra Pradesh,Low Value
C00316,Customer_00316,Female,42,Kolkata,West Bengal,Medium Value
C00317,Customer_00317,Male,57,Kozhikode,Kerala,Medium Value
C00318,Customer_00318,Male,25,Surat,Gujarat,Low Value
C00319,Customer_00319,Male,27,Guwahati,Assam,Medium Value
C00320,Customer_00320,Female,49,Gaya,Bihar,Medium Value
C00321,Customer_00321,Male,34,Kolkata,West Bengal,Medium Value
C00322,Customer_00322,Female,55,New Delhi,Delhi,Low Value
C00323,Customer_00323,Female,32,Patna,Bihar,Low Value
C00324,Customer_00324,Female,32,Margao,Goa,Medium Value
C00325,Customer_00325,Female,65,Mumbai,Maharashtra,Low Value
C00326,Customer_00326,Female,57,Udaipur,Rajasthan,High Value
C00327,Customer_00327,Male,37,Bhubaneswar,Odisha,Low Value
C00328,Customer_00328,Female,32,Visakhapatnam,Andhra Pradesh,Medium Value
C00329,Customer_00329,Female,52,Bhubaneswar,Odisha,Low Value
C00330,Customer_00330,Male,23,Amritsar,Punjab,Medium Value
C00331,Customer_00331,Male,47,Raipur,Chhattisgarh,Medium Value
C00332,Customer_00332,Female,25,Faridabad,Haryana,Low Value
C00333,Customer_00333,Male,48,Mysuru,Karnataka,Low Value
C00334,Customer_00334,Female,65,Mangaluru,Karnataka,High Value
C00335,Customer_00335,Male,64,Raipur,Chhattisgarh,Medium Value
C00336,Customer_00336,Male,49,Jamshedpur,Jharkhand,Medium Value
C00337,Customer_00337,Female,62,Margao,Goa,Medium Value
C00338,Customer_00338,Male,32,Kochi,Kerala,Medium Value
C00339,Customer_00339,Male,35,Hyderabad,Telangana,Medium Value
C00340,Customer_00340,Female,30,Faridabad,Haryana,Medium Value
C00341,Customer_00341,Male,41,Bhopal,Madhya Pradesh,High Value
C00342,Customer_00342,Female,57,Coimbatore,Tamil Nadu,Medium Value
C00343,Customer_00343,Female,31,Nashik,Maharashtra,Medium Value
C00344,Customer_00344,Female,45,Jaipur,Rajasthan,Medium Value
C00345,Customer_00345,Male,28,Ludhiana,Punjab,Low Value
C00346,Customer_00346,Male,23,Ludhiana,Punjab,High Value
C00347,Customer_00347,Female,42,Coimbatore,Tamil Nadu,Medium Value
C00348,Customer_00348,Female,18,Durgapur,West Bengal,Medium Value
C00349,Customer_00349,Female,42,New Delhi,Delhi,Medium Value
C00350,Customer_00350,Female,19,Hyderabad,Telangana,Low Value
C00351,Customer_00351,Male,49,Gaya,Bihar,Medium Value
C00352,Customer_00352,Male,30,Margao,Goa,Medium Value
C00353,Customer_00353,Male,50,Gurugram,Haryana,Low Value
C00354,Customer_00354,Male,49,Vadodara,Gujarat,Low Value
C00355,Customer_00355,Male,41,Jaipur,Rajasthan,High Value
C00356,Customer_00356,Female,44,Margao,Goa,Medium Value
C00357,Customer_00357,Male,21,Vijayawada,Andhra Pradesh,Medium Value
C00358,Customer_00358,Male,41,Gaya,Bihar,Medium Value
C00359,Customer_00359,Male,40,Guwahati,Assam,Medium Value
C00360,Customer_00360,Female,46,Thiruvananthapuram,Kerala,Medium Value
C00361,Customer_00361,Female,51,Raipur,Chhattisgarh,High Value
C00362,Customer_00362,Female,38,Jamshedpur,Jharkhand,Low Value
C00363,Customer_00363,Female,47,Raipur,Chhattisgarh,Medium Value
C00364,Customer_00364,Male,43,Madurai,Tamil Nadu,Medium Value
C00365,Customer_00365,Female,37,Lucknow,Uttar Pradesh,Low Value
C00366,Customer_00366,Male,33,Amritsar,Punjab,High Value
C00367,Customer_00367,Male,20,Mumbai,Maharashtra,Medium Value
C00368,Customer_00368,Female,54,Pune,Maharashtra,Medium Value
C00369,Customer_00369,Female,57,Gurugram,Haryana,Medium Value
C00370,Customer_00370,Male,61,Bengaluru,Karnataka,Medium Value
C00371,Customer_00371,Male,42,Vijayawada,Andhra Pradesh,High Value
C00372,Customer_00372,Female,40,Udaipur,Rajasthan,High Value
C00373,Customer_00373,Male,61,Patna,Bihar,High Value
C00374,Customer_00374,Male,18,Thane,Maharashtra,Low Value
C00375,Customer_00375,Male,50,Vijayawada,Andhra Pradesh,High Value
C00376,Customer_00376,Male,32,Durgapur,West Bengal,High Value
C00377,Customer_00377,Female,34,Madurai,Tamil Nadu,Low Value
C00378,Customer_00378,Male,51,Ahmedabad,Gujarat,Medium Value
C00379,Customer_00379,Male,34,Ludhiana,Punjab,Medium Value
C00380,Customer_00380,Female,58,Vijayawada,Andhra Pradesh,High Value
C00381,Customer_00381,Female,61,Raipur,Chhattisgarh,Low Value
C00382,Customer_00382,Male,21,Chennai,Tamil Nadu,High Value
C00383,Customer_00383,Male,30,Cuttack,Odisha,Low Value
C00384,Customer_00384,Male,21,Coimbatore,Tamil Nadu,Low Value
C00385,Customer_00385,Female,24,Faridabad,Haryana,Medium Value
C00386,Customer_00386,Female,63,Ranchi,Jharkhand,Medium Value
C00387,Customer_00387,Female,26,Cuttack,Odisha,Medium Value
C00388,Customer_00388,Female,40,Panaji,Goa,Medium Value
C00389,Customer_00389,Female,50,Coimbatore,Tamil Nadu,Medium Value
C00390,Customer_00390,Female,50,Amritsar,Punjab,Medium Value
C00391,Customer_00391,Female,37,Vijayawada,Andhra Pradesh,Low Value
C00392,Customer_00392,Male,21,Visakhapatnam,Andhra Pradesh,Medium Value
C00393,Customer_00393,Other,18,Kolkata,West Bengal,Low Value
C00394,Customer_00394,Male,59,Delhi,Delhi,Low Value
C00395,Customer_00395,Male,51,Pune,Maharashtra,Medium Value
C00396,Customer_00396,Female,44,Chennai,Tamil Nadu,Low Value
C00397,Customer_00397,Male,38,Kochi,Kerala,Medium Value
C00398,Customer_00398,Female,41,Madurai,Tamil Nadu,Low Value
C00399,Customer_00399,Female,32,Delhi,Delhi,High Value
C00400,Customer_00400,Male,52,Bengaluru,Karnataka,Medium Value
C00401,Customer_00401,Female,42,Margao,Goa,Low Value
C00402,Customer_00402,Male,26,Kozhikode,Kerala,Medium Value
C00403,Customer_00403,Male,34,Raipur,Chhattisgarh,Low Value
C00404,Customer_00404,Female,38,Nashik,Maharashtra,Medium Value
C00405,Customer_00405,Female,30,Coimbatore,Tamil Nadu,Medium Value
C00406,Customer_00406,Female,20,Gaya,Bihar,Medium Value
C00407,Customer_00407,Male,21,New Delhi,Delhi,Low Value
C00408,Customer_00408,Female,21,Visakhapatnam,Andhra Pradesh,Medium Value
C00409,Customer_00409,Male,60,Visakhapatnam,Andhra Pradesh,Low Value
C00410,Customer_00410,Female,45,Mysuru,Karnataka,Low Value
C00411,Customer_00411,Male,24,Ranchi,Jharkhand,Low Value
